model,group,case,xlink_regime,n_runs_used,mean_vz_abs_mean,mean_vz_abs_sem,peak_vz_abs_mean,peak_vz_abs_sem,time_to_peak_min_mean,time_to_peak_min_sem,auc_vz_abs_mean,auc_vz_abs_sem,active_transport_fraction_mean,active_transport_fraction_sem,onset_time_min_mean,onset_time_min_sem,net_z_displacement_mean,net_z_displacement_sem,abs_net_z_displacement_mean,abs_net_z_displacement_sem,early_mean_vz_abs_mean,early_mean_vz_abs_sem,mid_mean_vz_abs_mean,mid_mean_vz_abs_sem,late_mean_vz_abs_mean,late_mean_vz_abs_sem
fixed_global,total480,c80_m6,1:4,10,0.0029144925015289497,8.38051022756647e-05,0.014633112099701867,0.0004949863689303655,4.4,1.4225173304939227,2.3203520181807904,0.06638888428374519,0.020499999999999997,0.00270801280154532,nan,nan,0.7372485357795411,0.09333655242221478,0.7372485357795411,0.09333655242221478,0.0031772860847852414,0.00016684919750111234,0.0029033537925391094,8.008104304100924e-05,0.002688525859857021,9.903369803811097e-05
fixed_global,total480,c80_m6,1:8,10,0.002667723742523954,6.723741689597912e-05,0.012864021142954086,0.0006047198276422887,6.35,1.4318618631214843,2.1236143441349915,0.05373556322704031,0.01225,0.0032797781090257378,3.9166666666666665,2.0833333333333335,0.8362856605877159,0.06470537960798782,0.8362856605877159,0.06470537960798782,0.002846114980192109,9.167728121099822e-05,0.002632452772111338,8.256484490089662e-05,0.0025460602942749613,9.481802061104565e-05
rotatable,mpc12,c10_m12,1:16,10,0.002797520285662584,9.341497749378131e-05,0.01452162458732074,0.0007484289010488644,3.2800000000000002,1.0650241984151705,2.23132380273625,0.07510667764704534,0.025750000000000002,0.005231448705239836,3.8416666666666663,2.056848317207664,-0.15811535508440727,0.1533003876287326,0.3979170274711825,0.09319727248395884,0.0032079484670243102,0.0001656077067045346,0.0027227003700598914,9.844006333540958e-05,0.002510360238016465,0.00014999075828352925
rotatable,mpc12,c10_m12,1:4,10,0.0031653111027304037,7.319265482281237e-05,0.015683110642389052,0.0008348800311758852,6.376666666666667,1.184936837406102,2.5205195405079532,0.0575220191522351,0.030500000000000006,0.003391164991562634,4.577777777777778,2.1819404660830837,-0.04403824543751893,0.11362652405022397,0.2579909556999288,0.07570330724309184,0.00340941994078965,0.00014805434131133602,0.003157806904626001,0.00013347310110028973,0.0029521559728572,7.382673215482924e-05
rotatable,mpc12,c10_m12,1:8,10,0.003068294327727359,0.00010224233258074035,0.015674526662964393,0.0009168017356261593,4.123333333333333,0.9152487349969843,2.444903938309866,0.08278970288225605,0.025500000000000002,0.003940530139178963,2.7000000000000006,1.9825161715280841,0.1317640651650591,0.1289533836784864,0.3069734022256342,0.0899319963169822,0.003329219680894907,0.0001077390604360727,0.0029392583719261554,0.00011934843866798831,0.0029790216280574534,0.0001700625867275081
rotatable,mpc12,c20_m12,1:16,10,0.00346856243985418,0.00014353645588539748,0.0195460132254812,0.002112639854223178,5.503333333333333,1.6300757386024267,2.7671387332244644,0.11501289072782275,0.05150000000000001,0.007247604968386299,2.8222222222222224,0.7125852775477317,-0.21589044760509862,0.1811670827055975,0.5310239936221757,0.08166041490982076,0.003730034563877045,0.00018133698199860926,0.0036127238599043604,0.0002304374170006543,0.0030659716324782415,0.00016746565131111466
rotatable,mpc12,c20_m12,1:4,10,0.0038489814772085006,0.00011369257953479326,0.017854929780214378,0.0011377412605004492,4.970000000000001,1.2344284427405718,3.0693758029904803,0.09123873221602694,0.06225000000000001,0.00771407443861183,2.276190476190476,0.6694669081015758,0.18308308078112887,0.15470038205400782,0.30806303850684413,0.13081218624983085,0.004263507636195065,0.0002134101890532834,0.003804221637961348,0.00012181120283006832,0.0035236789044426364,9.435232780089948e-05
rotatable,mpc12,c20_m12,1:8,10,0.00370895478121012,8.059468334920965e-05,0.02101819665848693,0.0014973372303234184,5.066666666666667,1.1971777511719945,2.957772587169726,0.06337615760521031,0.05625,0.004947642536265799,3.004761904761905,1.2853556231072256,0.2094424347598674,0.14064773101002376,0.42238907069128484,0.06951391913623099,0.0040165714901148905,0.00019085871816619234,0.003559299834579241,0.00017089898049708958,0.0036008773280419085,0.00015972729830577401
rotatable,mpc12,c40_m12,1:16,10,0.004816039148087562,0.00015729089458558723,0.022713409099059077,0.0011790763418543873,7.13,1.320853166108842,3.8430840101101835,0.12669750907920138,0.12049999999999998,0.011872002545672082,1.3666666666666667,0.49241155124800756,0.11269734179828408,0.2971296317130852,0.7497116652428228,0.1650613597103331,0.00539869144043369,0.000307542689460792,0.004646713117776551,0.0002253350534576392,0.004480644352342999,0.00019520439430695304
rotatable,mpc12,c40_m12,1:4,10,0.004854931072660618,0.00015724395105258965,0.022802005745131616,0.0008835832647570722,4.153333333333333,1.1314494145907616,3.8742427596248232,0.12485177254028433,0.12250000000000001,0.00905998528328459,2.388888888888889,0.7798385397940705,0.25470837917275746,0.21204193427317355,0.5793713507850191,0.12195683814053745,0.005347774340311079,0.00022682268282912522,0.004687531740425386,0.0001853017677543806,0.004598912377888706,0.0002211109463754718
rotatable,mpc12,c40_m12,1:8,10,0.005315153177850396,0.0001638981213760967,0.02567305301517317,0.002381359757879483,5.503333333333333,1.4585842112249015,4.239477426531335,0.1306166277840151,0.14625,0.01165028611951941,1.0466666666666666,0.27076480614532156,-0.16553602449446592,0.4043539354478818,1.0477991637346205,0.21109187938803908,0.00538009762875766,0.00020739103552252944,0.005275223398281054,0.00024020133372814985,0.005301878958594189,0.000275542993788658
rotatable,mpc12,c60_m12,1:16,10,0.006144022611518368,0.00015765566467495262,0.026775875324045344,0.0009619278332681909,5.1899999999999995,1.107528111841193,4.901488831142875,0.12529655167500933,0.20375000000000001,0.013536216852084879,0.9333333333333332,0.32187720992888724,0.26562366135412646,0.4021020663258569,1.0480052699935514,0.21792341397549878,0.006773445182239951,0.00026590064372423495,0.006351119805810072,0.00032272967772023167,0.005335122878238794,0.00015922175581728194
rotatable,mpc12,c60_m12,1:4,10,0.005950330037953304,0.00013660902375514566,0.026939046522705845,0.0014050483775445665,4.596666666666666,1.3518569761445245,4.74752496839105,0.10985162757056292,0.19925,0.010461901781649878,1.6266666666666665,0.7811798610490684,-0.2714620772568062,0.2061939569961302,0.5444290057123026,0.1333051004455534,0.006328188181492928,0.00026641747090040024,0.005799691521904635,0.0002456136218556486,0.00577957170456464,0.00027714075429887205
rotatable,mpc12,c60_m12,1:8,10,0.0066750424682415375,0.0002182203037284076,0.03219950154304835,0.0023726446917010256,4.59,1.319465379950868,5.32293391405219,0.17419879261675378,0.22675,0.01168480732499352,0.8699999999999999,0.4612503136604373,-0.04668357566868847,0.33085809931578897,0.7934924976311685,0.1993747864884883,0.007287849837710798,0.00032624211580428513,0.006627190092702026,0.00029465155008366107,0.006173162921402493,0.00044002493213730366
rotatable,mpc12,c80_m12,1:16,10,0.007184048646030829,0.000230202888151731,0.03333059141080497,0.0027178114658294667,3.7299999999999995,1.2855939685032174,5.72974144132638,0.1838634708675185,0.26525,0.014688667211304242,0.22666666666666663,0.06662961933584421,0.03502111853805075,0.5158683233301925,1.4137225713983428,0.21021050639829553,0.008807437300916144,0.0005161402914406971,0.006715203856509736,0.0004096620839052979,0.006246212527685878,0.00031936347509307797
rotatable,mpc12,c80_m12,1:4,10,0.007509682347732227,0.00017611477780641975,0.03200583645972825,0.001227131890595944,5.67,1.051353624830601,5.988609642966608,0.14088899363513105,0.30825,0.010062650965051129,0.27999999999999997,0.045051410961585096,0.28025378085181246,0.5009461173223085,1.2562962799461634,0.29036087715076053,0.007972786762035826,0.0003541484942208433,0.007607609679453545,0.00028158410298577657,0.00697686917933279,0.00021046602595262788
rotatable,mpc12,c80_m12,1:8,10,0.008173664606474836,0.0002001560017246947,0.03792496818259618,0.0019596661515879563,5.693333333333333,1.2857989782021446,6.522105102536967,0.15991965101247807,0.32625000000000004,0.013092883987537315,0.30999999999999994,0.07536741280938497,0.7476606824237401,0.3573170243031911,0.9897153457141586,0.2845150129239857,0.009036122324663018,0.0004406907479843912,0.007976613677377838,0.00032146281359548526,0.007615841483575257,0.00030424322844005495
rotatable,total480,c10_m48,1:16,10,0.008346019795255198,0.0005948651917368192,0.0399585693895265,0.004499416133162942,6.5600000000000005,1.1939435642306973,6.658436627391207,0.4767061207734989,0.3245,0.026790856649237627,0.4,0.1418571703867078,-0.9624400908984638,0.526838738744279,1.5914558997525297,0.3147469102286741,0.00906452447412011,0.000875811051116799,0.008097993472181474,0.0004202463161556391,0.007977331945454696,0.0011258724718219112
rotatable,total480,c10_m48,1:4,10,0.005215671175807608,0.000221287215872419,0.02596551680524837,0.0015576965336387954,3.12,0.9558294181197865,4.1573883713435835,0.17618933032664238,0.14675,0.01467731620941346,0.5,0.24373634814571132,0.016205184041578603,0.24522564110733788,0.5824335156220002,0.149908988455797,0.0057229054183204255,0.00029955213192659266,0.005161598903130156,0.0002622237120528443,0.004816815954758696,0.0003483195711007141
rotatable,total480,c10_m48,1:8,10,0.0069452078783839456,0.00041264970200048255,0.03287734024395821,0.0024620143021346517,4.983333333333333,1.5063015781856048,5.541863331667746,0.32793929064198524,0.24850000000000003,0.022709518317705953,0.26999999999999996,0.07863809901875775,-0.009941039927542139,0.5012170148194611,1.0668012839500958,0.3532390296068114,0.008352742051926208,0.000824303081250702,0.006524389908781206,0.0004906018313646648,0.006148460769902122,0.0004002384178409466
rotatable,total480,c20_m24,1:16,10,0.0061535156082432275,0.00025743872265704843,0.030269821113201013,0.0017949488739969737,4.426666666666667,1.1918115685018391,4.912105424660234,0.20653910448982873,0.20949999999999996,0.015306135298558475,0.6799999999999999,0.2485116188256759,-0.06568362226424704,0.42949606004789254,1.0648480093707424,0.24281104806066914,0.007150377326766407,0.0003347717316988463,0.006016775152617197,0.00034126039296598535,0.005404542507782514,0.0005284995306872408
rotatable,total480,c20_m24,1:4,10,0.005102784708556508,0.00014497413186109688,0.026519016933056982,0.0016967995264950395,6.973333333333334,1.5722422456518415,4.069988463870754,0.11674217902213511,0.1405,0.009942892492183102,0.48666666666666664,0.19418713133291982,-0.36317908740137544,0.28142949105919735,0.7489855434820585,0.17755835695503072,0.005439408086064834,0.00028691616118087547,0.005031776061679391,0.0004156522128793982,0.004878304671213583,0.0002455046599329774
rotatable,total480,c20_m24,1:8,10,0.00604746442604874,0.00031895607351051285,0.029089985759925323,0.0021013561287840992,3.603333333333333,1.1403643558957508,4.8237286245839694,0.2552573018294731,0.19175,0.019039615133832,0.4633333333333334,0.11259563836036357,-0.7510852654507413,0.4425690927733175,1.0026617608959585,0.3832036137207828,0.007258964234183389,0.00037553500672119877,0.005269125369877949,0.00027800922295949496,0.0058381696264883974,0.0006989103918898652
rotatable,total480,c40_m12,1:16,10,0.004816039148087562,0.00015729089458558723,0.022713409099059077,0.0011790763418543873,7.13,1.320853166108842,3.8430840101101835,0.12669750907920138,0.12049999999999998,0.011872002545672082,1.3666666666666667,0.49241155124800756,0.11269734179828408,0.2971296317130852,0.7497116652428228,0.1650613597103331,0.00539869144043369,0.000307542689460792,0.004646713117776551,0.0002253350534576392,0.004480644352342999,0.00019520439430695304
rotatable,total480,c40_m12,1:4,10,0.004854931072660618,0.00015724395105258965,0.022802005745131616,0.0008835832647570722,4.153333333333333,1.1314494145907616,3.8742427596248232,0.12485177254028433,0.12250000000000001,0.00905998528328459,2.388888888888889,0.7798385397940705,0.25470837917275746,0.21204193427317355,0.5793713507850191,0.12195683814053745,0.005347774340311079,0.00022682268282912522,0.004687531740425386,0.0001853017677543806,0.004598912377888706,0.0002211109463754718
rotatable,total480,c40_m12,1:8,10,0.005315153177850396,0.0001638981213760967,0.02567305301517317,0.002381359757879483,5.503333333333333,1.4585842112249015,4.239477426531335,0.1306166277840151,0.14625,0.01165028611951941,1.0466666666666666,0.27076480614532156,-0.16553602449446592,0.4043539354478818,1.0477991637346205,0.21109187938803908,0.00538009762875766,0.00020739103552252944,0.005275223398281054,0.00024020133372814985,0.005301878958594189,0.000275542993788658
rotatable,total480,c60_m8,1:16,10,0.004475354966944231,0.0001631815912521978,0.021039276651040686,0.0016556689609834609,6.31,1.1755959875424575,3.5709185329593374,0.1293620242512877,0.09699999999999999,0.012246314638380896,3.0266666666666664,0.700701588445026,0.5236365220047517,0.26064813966111844,0.7487781740984891,0.19001857439915437,0.0050140750478143755,0.000437715959459844,0.0044931704444894065,0.00015923116747897917,0.003965583888659319,0.0001800927799948915
rotatable,total480,c60_m8,1:4,10,0.004803567716440223,8.514591746597269e-05,0.020692213989531465,0.0006723218423966208,6.23,1.0339597862132612,3.8284640623616375,0.06694296584286645,0.11699999999999999,0.006233868069755014,3.163333333333333,1.008537016465061,-0.6069539707579409,0.25046409561834587,0.7199192048785914,0.2146573056476173,0.005370218281084331,0.0001788912108994343,0.0047670411018515555,0.0001002975091249097,0.004330648441597866,0.00016117815981170653
rotatable,total480,c60_m8,1:8,10,0.004722756308303085,0.00013497339918221575,0.022221176472429216,0.0009236893785890825,4.836666666666667,1.2737467818202841,3.7623439368793257,0.10761624317401307,0.10024999999999999,0.009989230311801916,1.8000000000000003,0.7953568963632569,-0.3119129395836545,0.2594609775681868,0.6795538009192519,0.16376687477484128,0.005414932846340968,0.00022680739652264318,0.00453145990391533,0.0001909790581915515,0.004313026939079081,0.00022118733155517535
rotatable,total480,c80_m6,1:16,10,0.004227187331640987,0.00010756399723641463,0.01939475512547287,0.0008840705173231011,3.3600000000000003,0.991292957906522,3.3737026777771697,0.08587459363723936,0.07825,0.006572776345570331,2.906666666666667,1.033271204822843,-0.1701138121230023,0.2040057942663921,0.519455447250267,0.12186970466918934,0.004571740602595026,0.00018639239474945978,0.004030539771199201,0.00019003667836673448,0.004139365154715314,0.00013402624456463513
rotatable,total480,c80_m6,1:4,10,0.0047406732884744205,9.084410062636255e-05,0.021955683486210947,0.0008065553083639766,5.88,1.2571003279642803,3.780779775583144,0.0725518587014146,0.11274999999999999,0.006671352519875144,2.8266666666666667,1.1343764262991407,-0.1230673688841287,0.1966007207402397,0.5379019610721081,0.09047630022342756,0.0051265675290563415,0.0001611483519592996,0.004636472388881559,0.000151251429426874,0.004509442145800228,0.00016394139024470569
rotatable,total480,c80_m6,1:8,10,0.00451282521413252,9.270916617381925e-05,0.020418640111977707,0.0010649178569286765,4.9,1.1459321506211266,3.6008038638416955,0.07355681873134821,0.09,0.007655789385237235,2.5444444444444447,0.7523625340991199,0.09138567134359873,0.21618963811294262,0.5267939783572911,0.12973523548625399,0.004848596792362378,0.0001641966977600957,0.004453155731806595,0.0001591497374090929,0.004276135172449584,9.90931827530009e-05
