model,group,case,xlink_regime,run_dir,run_path,n_frames_used,threshold_vz_abs,mean_vz_abs,std_vz_abs,peak_vz_abs,time_to_peak_min,auc_vz_abs,active_transport_fraction,onset_time_min,net_z_displacement,abs_net_z_displacement,early_mean_vz_abs,mid_mean_vz_abs,late_mean_vz_abs
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0010,400,0.009560635356359143,0.0025316598932424474,0.0022721120067971845,0.01648133076549102,9.9,2.0043167107877253,0.02,nan,-0.0810456874132699,0.0810456874132699,0.002887270967249195,0.0023882235728951737,0.0023728639409164023
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0011,400,0.009853449874497095,0.002445202266628287,0.0018630052276870511,0.010882251382577646,7.266666666666667,1.9504816004441552,0.005,nan,0.10578893442622928,0.10578893442622928,0.0024867417947964468,0.0026468358803257894,0.002176589702455492
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0012,400,0.009853449874497095,0.0019035741269536343,0.0015319072971109438,0.008507841733233455,6.6,1.522067744834676,0.0,nan,0.32110817941952513,0.32110817941952513,0.0019918405843685635,0.002056024719082327,0.0016488313998415704
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0013,400,0.009853449874497095,0.0024290117156319092,0.00211811319378345,0.011463504997413304,0.5333333333333333,1.938685638303074,0.005,nan,0.2538659793814425,0.2538659793814425,0.0026194970391581842,0.002023541052372692,0.002720254814786534
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0014,400,0.009853449874497095,0.002889972698257562,0.002431881827876625,0.012008072536223248,8.966666666666667,2.310579379358847,0.0175,nan,0.4404883011190237,0.4404883011190237,0.00251818584129364,0.002888245014324673,0.0032296810079418385
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0015,400,0.009853449874497095,0.0021427777132126576,0.0016415943510427345,0.007764600574272862,7.3,1.7048957456996594,0.0,nan,0.2935233160621762,0.2935233160621762,0.002322891299647518,0.002029082471219942,0.002109348472855091
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0016,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0016,400,0.009853449874497095,0.0023855117286411963,0.0020151321674570658,0.013766809971450897,1.3666666666666667,1.9010329367063878,0.0125,nan,0.1553373615307153,0.1553373615307153,0.002201688047255971,0.00251332286610541,0.002406147968833636
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0017,400,0.009853449874497095,0.0021120613974049676,0.0015511099529206156,0.012204724409448975,13.333333333333334,1.67587041659952,0.0025,nan,0.28609364542968274,0.28609364542968274,0.0020769960303872134,0.0021527520240028413,0.0020973223492021555
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0018,400,0.009853449874497095,0.0019195648080819608,0.0014945909520255219,0.008578045714482938,3.2666666666666666,1.5321665917738803,0.0,nan,0.1050938337801603,0.1050938337801603,0.0018649112695970412,0.0018734050874852507,0.0020220665574652574
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0019,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0019,400,0.009853449874497095,0.0027584466290828456,0.002321251236210193,0.01598196404534455,13.333333333333334,2.1822665358177624,0.015,nan,0.3104008667388953,0.3104008667388953,0.002671605761677069,0.0027838085137118964,0.002808292281960173
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0020,400,0.009853449874497095,0.002398782848612627,0.002001529362985993,0.010238836228689915,6.7,1.9132094472069332,0.0025,nan,0.04603960396039694,0.04603960396039694,0.0025856139747542375,0.0022778947022945154,0.0023674875656879337
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0021,400,0.009608760109627612,0.002181064462712959,0.0017797808016119167,0.011622568405979278,10.0,1.7418011722923825,0.005,nan,0.2763925729442964,0.2763925729442964,0.002268215523016889,0.0020923792994702816,0.0022034446024857372
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0022,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0022,400,0.009608760109627612,0.00270298520378695,0.002310397929367206,0.014096033145751724,10.066666666666666,2.1532574783718896,0.015,nan,0.3588205897051471,0.3588205897051471,0.002565721460046981,0.0028131850785324958,0.002701492106788663
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0023,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0023,400,0.009608760109627612,0.0019801300299860753,0.0017606760757934742,0.012350494019761016,13.033333333333333,1.5813753337601701,0.005,nan,0.042359667359667674,0.042359667359667674,0.0021491626288655144,0.0017498931939259484,0.00209021129824841
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0024,400,0.009608760109627612,0.0019597014068109876,0.0015927107523260977,0.00847053532001596,13.1,1.5590098192836908,0.0,nan,-0.15412748171368862,0.15412748171368862,0.0020667923377013266,0.00173547404342856,0.0021191692215546047
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0025,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0025,400,0.009608760109627612,0.0025130835080241676,0.002174313876688934,0.013046235078553195,8.0,1.9902787082524278,0.01,nan,0.6983413740062656,0.6983413740062656,0.002476438732444649,0.0024408143510266317,0.002629122453395107
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0026,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0026,400,0.009608760109627612,0.002661569299519229,0.0020219809281768818,0.01298895358181923,5.633333333333334,2.114186169191549,0.0075,nan,0.34800787014264634,0.34800787014264634,0.0026529693212076345,0.002676124275399918,0.0026527154906411873
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0027,400,0.009608760109627612,0.0021190610225652316,0.001938039392383785,0.012595771387584831,11.333333333333334,1.6883477763855192,0.0125,nan,0.23203124999999925,0.23203124999999925,0.0025946873169525437,0.0019009018348647292,0.0019368041456414545
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0028,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0028,400,0.009608760109627612,0.0027315649300031332,0.0022175798818105347,0.012008065534214574,0.03333333333333333,2.1627161049319445,0.0125,nan,0.2541813864706969,0.2541813864706969,0.0027564104238068,0.0026899211419960795,0.0027566790860216192
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0029,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0029,400,0.009608760109627612,0.0021683135152567503,0.0016521367624565911,0.008685617040287058,0.7666666666666667,1.723292017688815,0.0,nan,0.5611566018423744,0.5611566018423744,0.0023608167859256214,0.0021691645501973975,0.0019924696644881027
fixed_global_motor_force,c40_m12,uf1p0,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0030,400,0.009608760109627612,0.0018965541656747258,0.0015606392356926,0.008955279240562553,9.166666666666666,1.5162171652745156,0.0,nan,-0.02334530528476153,0.02334530528476153,0.002079122968484165,0.0016086545900616497,0.0020603652252750167
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0001,400,0.009560635356359143,0.0027652640210105565,0.0024140772662104293,0.012717448603057336,9.866666666666667,2.2069397355222042,0.0225,nan,1.0782814971006855,1.0782814971006855,0.0028457783898606236,0.00265509516917467,0.002818272554462657
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0002,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0002,400,0.009560635356359143,0.0025808768620909396,0.0021823570861697664,0.014493233538667383,0.03333333333333333,2.0446670190206824,0.015,nan,0.7842783505154634,0.7842783505154634,0.0028965264726861888,0.0025987772350922565,0.002273645109334969
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0003,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0003,400,0.009560635356359143,0.002190596306716522,0.0016919422617744846,0.010714285714285746,6.166666666666667,1.7485087914049635,0.0025,nan,0.369312169312169,0.369312169312169,0.002245127792489199,0.0022265093064442907,0.0020999383161355006
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0004,400,0.009560635356359143,0.0029130839888356617,0.0021952619966984525,0.011955390196359522,2.0,2.3229707230984644,0.0125,1.9666666666666666,0.6870691852961326,0.6870691852961326,0.0031063804100506113,0.002735580001959247,0.002940742949956906
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0005,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0005,400,0.009560635356359143,0.0025479248006989065,0.0023859731680071824,0.020252073853874203,13.333333333333334,2.015003002756753,0.0125,nan,0.8336908429867176,0.8336908429867176,0.002340372970934214,0.0021831432330725368,0.0031541530670038975
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0006,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0006,400,0.009560635356359143,0.0024349575439001855,0.0021992746446199314,0.01675433544351434,4.066666666666666,1.9384281000763268,0.015,nan,0.7992728633484003,0.7992728633484003,0.0027988979001712555,0.0025764862017425673,0.0019422995204451125
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0007,400,0.009560635356359143,0.0028818939174939297,0.00237246992244194,0.013952892985150733,2.3666666666666667,2.3008841324689944,0.02,nan,0.6076177923441192,0.6076177923441192,0.003019971348297724,0.002739298995485965,0.0029197414292156327
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0008,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0008,400,0.009560635356359143,0.002417416002896057,0.0019737020057863466,0.010411210057621606,0.9,1.9324922575289982,0.0075,nan,0.5178103719224727,0.5178103719224727,0.002345326140448028,0.002392552282477031,0.002511372122698877
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0009,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0009,400,0.009560635356359143,0.001896594495050178,0.001473996740298772,0.00799145779121635,1.8,1.5073559576674656,0.0,nan,0.259417378201908,0.259417378201908,0.0018923915484635805,0.001939995733267413,0.0018507163646014747
fixed_global_motor_force,c40_m12,uf2p5,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0010,400,0.009560635356359143,0.002714826814284477,0.0020685812146406953,0.010854955215408246,13.333333333333334,2.1603634920969474,0.005,nan,0.5987654320987651,0.5987654320987651,0.00262763888372701,0.0026003935302849886,0.0029250585420422014
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0011,400,0.009853449874497095,0.002396356145916813,0.0018841730058481976,0.011052975600731624,8.766666666666667,1.9085120868821854,0.0075,nan,0.544820936455296,0.544820936455296,0.002763310232214187,0.0020936096677424856,0.0024096724471134655
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0012,400,0.009853449874497095,0.0024360794958669897,0.0018420284859422772,0.010768992174079228,3.433333333333333,1.9430871324270687,0.005,nan,0.6399785061794734,0.6399785061794734,0.0026033508584003225,0.0026521264075324608,0.002036748740971667
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0013,400,0.009853449874497095,0.002737772732705901,0.002258589773079121,0.016801835068924867,9.7,2.173197904444051,0.0175,nan,0.8700313807531382,0.8700313807531382,0.002785089230705533,0.002858250558349962,0.0025568388616481518
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0014,400,0.009853449874497095,0.0030352558086607063,0.0026090218487056682,0.017882100719511185,7.966666666666667,2.4187266249505432,0.0225,nan,0.883241758241758,0.883241758241758,0.0035648385097353102,0.0029020523349811383,0.0027067075615161045
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0015,400,0.009853449874497095,0.0026479037350784535,0.0024909930372086367,0.018185399159663745,12.033333333333333,2.1141213073904943,0.0175,12.0,0.9784663865546224,0.9784663865546224,0.002826997657892867,0.002646033342927013,0.002487357032847925
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0016,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0016,400,0.009853449874497095,0.0029256611001877353,0.002555020707870295,0.018961832245421653,0.26666666666666666,2.3314654147951845,0.0225,nan,0.7882832417959353,0.7882832417959353,0.003269280513778477,0.0027656330989182178,0.0027967564434940675
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0017,400,0.009853449874497095,0.0026432449104806556,0.0022724807985815883,0.015324749276607638,0.26666666666666666,2.1076875546492775,0.02,nan,0.7711157455683008,0.7711157455683008,0.002680015780128707,0.002810968765619635,0.0024177921489618396
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0018,400,0.009853449874497095,0.002126443576042668,0.0018227900314190452,0.010925666620514064,10.3,1.6908935767294593,0.0075,nan,0.30757833251474576,0.30757833251474576,0.002233824284107269,0.002016942685649074,0.0021542819676407723
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0019,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0019,400,0.009853449874497095,0.0029307856829046863,0.0026494478405012607,0.01501886402059635,9.666666666666666,2.338433437333599,0.015,nan,1.0287862526079363,1.0287862526079363,0.0027412644374021156,0.00259641328286017,0.003485815363984714
fixed_global_motor_force,c40_m12,uf2p5,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0020,400,0.009853449874497095,0.0028498388699658224,0.0023321096550443753,0.013016749742542535,3.5,2.2744678276542603,0.0125,nan,0.9488666315234573,0.9488666315234573,0.002953517457242137,0.002914218949601415,0.002681939909422156
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0021,400,0.009608760109627612,0.002232872265247071,0.0018648515826761667,0.011911289917753545,11.666666666666666,1.784970479093182,0.0025,nan,0.27415210688592023,0.27415210688592023,0.001999792429901311,0.0021650096928029646,0.0025223065116040276
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0022,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0022,400,0.009608760109627612,0.0031912132465681496,0.002583604433413709,0.01497426767413379,11.733333333333333,2.549710960066311,0.0225,nan,1.0997732426303855,1.0997732426303855,0.003306493514448627,0.0033466429235938203,0.002908520090601529
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0023,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0023,400,0.009608760109627612,0.0029201830064603295,0.0024130684810349983,0.013172624490900155,9.966666666666667,2.325924618631088,0.0175,nan,0.8134840886678786,0.8134840886678786,0.0029207920319474887,0.0028482057300030558,0.0030020464983352858
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0024,400,0.009608760109627612,0.002587380051245195,0.0022650198736475042,0.012368140572288452,9.1,2.0616449953747615,0.01,nan,0.8660199265862609,0.8660199265862609,0.0028432458618278984,0.0025728142459352375,0.0023716307332081864
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0025,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0025,400,0.009608760109627612,0.0032657954532301237,0.0028535794941040088,0.01735055724417428,9.9,2.5984873622891245,0.04,nan,0.611897579931515,0.611897579931515,0.00308804679470828,0.0030272329931055873,0.003700424914167374
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0026,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0026,400,0.009608760109627612,0.0028086861456075606,0.0024205370180305896,0.013711424645952264,3.5,2.2438160844058483,0.02,nan,0.531578947368421,0.531578947368421,0.0032760342623228142,0.002374729510609493,0.002881045453703706
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0027,400,0.009608760109627612,0.0025410052235155644,0.001997609059707192,0.0113143010227785,1.7666666666666666,2.021299525244716,0.0025,nan,0.5025853154084795,0.5025853154084795,0.0027807208183393112,0.00241927565885711,0.0024626333068342074
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0028,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0028,400,0.009608760109627612,0.003014163503876713,0.002348203797423645,0.01371394550736696,11.533333333333333,2.407416541184627,0.0125,nan,0.7470101858439329,0.7470101858439329,0.0030536076051224698,0.00294729096796782,0.0030549042087476236
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0029,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0029,400,0.009608760109627612,0.0032417715743544117,0.0027266945538215945,0.018941326530612063,4.2,2.590741418504936,0.0375,0.13333333333333333,1.2061671763506627,1.2061671763506627,0.003490959721862585,0.0031213957476816426,0.00315324473807535
fixed_global_motor_force,c40_m12,uf2p5,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf2p5/r0030,400,0.009608760109627612,0.0022320435377463964,0.0018754010649641266,0.009804242534665025,0.9666666666666667,1.7809546429896286,0.005,nan,0.3309932397295885,0.3309932397295885,0.0025607151485874287,0.002312161136906207,0.0018417415410742252
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0001,400,0.009560635356359143,0.00332853997250953,0.0037412103628830544,0.039364276663117925,0.13333333333333333,2.646428305942596,0.05,0.03333333333333333,0.6012503953317262,0.6012503953317262,0.003943249324626282,0.002966619389546417,0.003184552755277265
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0002,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0002,400,0.009560635356359143,0.003045116705917704,0.002415817684903512,0.012893413816345012,2.966666666666667,2.42258715680979,0.0175,nan,0.7162162162162157,0.7162162162162157,0.0031600226404953097,0.003505254036458497,0.0024138616998424832
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0003,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0003,400,0.009560635356359143,0.002614343319519704,0.002415447336321512,0.016707027395189478,8.2,2.0812407374871094,0.0225,nan,0.7977139819245079,0.7977139819245079,0.002795817009768768,0.0027400699863022147,0.0023055313412218784
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0004,400,0.009560635356359143,0.0029644221829103657,0.002440560735879767,0.011046816586827879,12.666666666666666,2.3642385388943197,0.0275,nan,1.0143320323426397,1.0143320323426397,0.0031530249281505316,0.00285930834399975,0.002913455382551682
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0005,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0005,400,0.009560635356359143,0.0026563355024977866,0.0021802065974943856,0.014357758560610459,1.2666666666666666,2.120650789930548,0.0125,nan,0.4021739130434785,0.4021739130434785,0.0027011016169956616,0.0026130784036923075,0.0026652011299449214
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0006,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0006,400,0.009560635356359143,0.002960788696591429,0.0028344982218336716,0.016060371517027883,2.4,2.3584592188225795,0.05,0.8666666666666667,1.2644101903457359,1.2644101903457359,0.0038465379931014064,0.002210572578713131,0.0030152028293933928
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0007,400,0.009560635356359143,0.0033570175521246705,0.0029718005084181614,0.017875512106852953,0.16666666666666666,2.674499173030423,0.04,0.1,1.0126928906500696,1.0126928906500696,0.0034949783102351493,0.0034762816081420037,0.0030951325245082797
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0008,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0008,400,0.009560635356359143,0.0032491334904502767,0.0031374862915721086,0.023210965431478547,1.9333333333333333,2.5810771763119043,0.0525,1.4,0.7042511504170268,0.7042511504170268,0.0038283648998467864,0.0031890388318723747,0.0027917721245609693
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0009,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0009,400,0.009560635356359143,0.0032385872964897,0.0031193519498714972,0.018979233729304157,5.733333333333333,2.5844498976147205,0.0575,5.4,1.5757804632426982,1.5757804632426982,0.003958441430330009,0.003783762975423395,0.001960427038725951
fixed_global_motor_force,c40_m12,uf5p0,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0010,400,0.009560635356359143,0.0028979514162579744,0.0025569341614340058,0.01642567224758998,1.8333333333333333,2.3076697500860144,0.0175,1.7333333333333334,0.8759512937595132,0.8759512937595132,0.0034606933486154698,0.0023464883606832496,0.00301820461004169
fixed_global_motor_force,c40_m12,uf5p0,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0011,400,0.009853449874497095,0.003134707862327426,0.0027540994982384313,0.016085961342827942,11.033333333333333,2.4834508518966025,0.04,nan,0.6881929281525772,0.6881929281525772,0.0032957175989937076,0.0033500648670414437,0.0027418551190420046
fixed_global_motor_force,c40_m12,uf5p0,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0012,400,0.009853449874497095,0.0026329147931860096,0.0027274231515878548,0.01857784912133431,0.1,2.0941812538675375,0.03,nan,0.7725190839694651,0.7725190839694651,0.0036086257811528757,0.002084324864745424,0.0023747383175984596
fixed_global_motor_force,c40_m12,uf5p0,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0013,400,0.009853449874497095,0.0031681638313557524,0.0025858660242965804,0.013639957828149724,6.333333333333333,2.5259649079944593,0.02,6.3,0.4749604638903532,0.4749604638903532,0.003276176668231263,0.003072818472749031,0.0031792193748887507
fixed_global_motor_force,c40_m12,uf5p0,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0014,400,0.009853449874497095,0.0027316222671202647,0.002603821525886922,0.017619169656586366,0.4666666666666667,2.184400837786422,0.0275,nan,0.7537160430548424,0.7537160430548424,0.003286811702124036,0.0024030731101548192,0.0026034912043673493
fixed_global_motor_force,c40_m12,uf5p0,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf5p0/r0015,400,0.009853449874497095,0.003262327861936558,0.002901847447157808,0.02022162475676771,5.233333333333333,2.5960049804291394,0.0375,5.2,1.4274777908267333,1.4274777908267333,0.0038712178379346597,0.003337143177027408,0.002623547675620515
