model,group,case,run,cluster_count,motors_per_cluster,total_motors,template_dir,cluster_source,initial_filament_direction,notes,path
rotatable,mpc12,c20_m12,r0023,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0023/config.cym
rotatable,mpc12,c20_m12,r0024,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0024/config.cym
rotatable,mpc12,c20_m12,r0025,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0025/config.cym
rotatable,mpc12,c20_m12,r0026,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0026/config.cym
rotatable,mpc12,c20_m12,r0027,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0027/config.cym
rotatable,mpc12,c20_m12,r0028,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0028/config.cym
rotatable,mpc12,c20_m12,r0029,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0029/config.cym
rotatable,mpc12,c20_m12,r0030,20,12,240,20,20,0 0 -1,seed_templates/20 trimmed to 12 heads per cluster with minus-z filament initialization,clu_init_minusz/mpc12/c20_m12/r0030/config.cym
rotatable,mpc12,c40_m12,r0001,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0001/config.cym
rotatable,mpc12,c40_m12,r0002,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0002/config.cym
rotatable,mpc12,c40_m12,r0003,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0003/config.cym
rotatable,mpc12,c40_m12,r0004,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0004/config.cym
rotatable,mpc12,c40_m12,r0005,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0005/config.cym
rotatable,mpc12,c40_m12,r0006,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0006/config.cym
rotatable,mpc12,c40_m12,r0007,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0007/config.cym
rotatable,mpc12,c40_m12,r0008,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0008/config.cym
rotatable,mpc12,c40_m12,r0009,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0009/config.cym
rotatable,mpc12,c40_m12,r0010,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0010/config.cym
rotatable,mpc12,c40_m12,r0011,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0011/config.cym
rotatable,mpc12,c40_m12,r0012,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0012/config.cym
rotatable,mpc12,c40_m12,r0013,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0013/config.cym
rotatable,mpc12,c40_m12,r0014,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0014/config.cym
rotatable,mpc12,c40_m12,r0015,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0015/config.cym
rotatable,mpc12,c40_m12,r0016,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0016/config.cym
rotatable,mpc12,c40_m12,r0017,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0017/config.cym
rotatable,mpc12,c40_m12,r0018,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0018/config.cym
rotatable,mpc12,c40_m12,r0019,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0019/config.cym
rotatable,mpc12,c40_m12,r0020,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0020/config.cym
rotatable,mpc12,c40_m12,r0021,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0021/config.cym
rotatable,mpc12,c40_m12,r0022,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0022/config.cym
rotatable,mpc12,c40_m12,r0023,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0023/config.cym
rotatable,mpc12,c40_m12,r0024,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0024/config.cym
rotatable,mpc12,c40_m12,r0025,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0025/config.cym
rotatable,mpc12,c40_m12,r0026,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0026/config.cym
rotatable,mpc12,c40_m12,r0027,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0027/config.cym
rotatable,mpc12,c40_m12,r0028,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0028/config.cym
rotatable,mpc12,c40_m12,r0029,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0029/config.cym
rotatable,mpc12,c40_m12,r0030,40,12,480,40,40,0 0 -1,seed_templates/40 with minus-z filament initialization,clu_init_minusz/mpc12/c40_m12/r0030/config.cym
rotatable,mpc12,c60_m12,r0001,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0001/config.cym
rotatable,mpc12,c60_m12,r0002,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0002/config.cym
rotatable,mpc12,c60_m12,r0003,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0003/config.cym
rotatable,mpc12,c60_m12,r0004,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0004/config.cym
rotatable,mpc12,c60_m12,r0005,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0005/config.cym
rotatable,mpc12,c60_m12,r0006,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0006/config.cym
rotatable,mpc12,c60_m12,r0007,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0007/config.cym
rotatable,mpc12,c60_m12,r0008,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0008/config.cym
rotatable,mpc12,c60_m12,r0009,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0009/config.cym
rotatable,mpc12,c60_m12,r0010,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0010/config.cym
rotatable,mpc12,c60_m12,r0011,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0011/config.cym
rotatable,mpc12,c60_m12,r0012,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0012/config.cym
rotatable,mpc12,c60_m12,r0013,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0013/config.cym
rotatable,mpc12,c60_m12,r0014,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0014/config.cym
rotatable,mpc12,c60_m12,r0015,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0015/config.cym
rotatable,mpc12,c60_m12,r0016,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0016/config.cym
rotatable,mpc12,c60_m12,r0017,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0017/config.cym
rotatable,mpc12,c60_m12,r0018,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0018/config.cym
rotatable,mpc12,c60_m12,r0019,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0019/config.cym
rotatable,mpc12,c60_m12,r0020,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0020/config.cym
rotatable,mpc12,c60_m12,r0021,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0021/config.cym
rotatable,mpc12,c60_m12,r0022,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0022/config.cym
rotatable,mpc12,c60_m12,r0023,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0023/config.cym
rotatable,mpc12,c60_m12,r0024,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0024/config.cym
rotatable,mpc12,c60_m12,r0025,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0025/config.cym
rotatable,mpc12,c60_m12,r0026,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0026/config.cym
rotatable,mpc12,c60_m12,r0027,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0027/config.cym
rotatable,mpc12,c60_m12,r0028,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0028/config.cym
rotatable,mpc12,c60_m12,r0029,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0029/config.cym
rotatable,mpc12,c60_m12,r0030,60,12,720,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 60-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c60_m12/r0030/config.cym
rotatable,mpc12,c80_m12,r0001,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0001/config.cym
rotatable,mpc12,c80_m12,r0002,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0002/config.cym
rotatable,mpc12,c80_m12,r0003,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0003/config.cym
rotatable,mpc12,c80_m12,r0004,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0004/config.cym
rotatable,mpc12,c80_m12,r0005,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0005/config.cym
rotatable,mpc12,c80_m12,r0006,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0006/config.cym
rotatable,mpc12,c80_m12,r0007,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0007/config.cym
rotatable,mpc12,c80_m12,r0008,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0008/config.cym
rotatable,mpc12,c80_m12,r0009,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0009/config.cym
rotatable,mpc12,c80_m12,r0010,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0010/config.cym
rotatable,mpc12,c80_m12,r0011,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0011/config.cym
rotatable,mpc12,c80_m12,r0012,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0012/config.cym
rotatable,mpc12,c80_m12,r0013,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0013/config.cym
rotatable,mpc12,c80_m12,r0014,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0014/config.cym
rotatable,mpc12,c80_m12,r0015,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0015/config.cym
rotatable,mpc12,c80_m12,r0016,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0016/config.cym
rotatable,mpc12,c80_m12,r0017,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0017/config.cym
rotatable,mpc12,c80_m12,r0018,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0018/config.cym
rotatable,mpc12,c80_m12,r0019,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0019/config.cym
rotatable,mpc12,c80_m12,r0020,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0020/config.cym
rotatable,mpc12,c80_m12,r0021,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0021/config.cym
rotatable,mpc12,c80_m12,r0022,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0022/config.cym
rotatable,mpc12,c80_m12,r0023,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0023/config.cym
rotatable,mpc12,c80_m12,r0024,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0024/config.cym
rotatable,mpc12,c80_m12,r0025,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0025/config.cym
rotatable,mpc12,c80_m12,r0026,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0026/config.cym
rotatable,mpc12,c80_m12,r0027,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0027/config.cym
rotatable,mpc12,c80_m12,r0028,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0028/config.cym
rotatable,mpc12,c80_m12,r0029,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0029/config.cym
rotatable,mpc12,c80_m12,r0030,80,12,960,40,generated80,0 0 -1,seed_templates/40 with procedurally generated 80-cluster block and minus-z filament initialization,clu_init_minusz/mpc12/c80_m12/r0030/config.cym
