model,group,case,xlink_regime,run_dir,run_path,has_outputs
rotatable,total480,c80_m6,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/total480/c80_m6/r0027,0
rotatable,total480,c80_m6,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/total480/c80_m6/r0028,0
rotatable,total480,c80_m6,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/total480/c80_m6/r0029,0
rotatable,total480,c80_m6,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/total480/c80_m6/r0030,0
rotatable,mpc12,c10_m12,1:4,r0001,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0001,0
rotatable,mpc12,c10_m12,1:4,r0002,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0002,0
rotatable,mpc12,c10_m12,1:4,r0003,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0003,0
rotatable,mpc12,c10_m12,1:4,r0004,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0004,0
rotatable,mpc12,c10_m12,1:4,r0005,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0005,0
rotatable,mpc12,c10_m12,1:4,r0006,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0006,0
rotatable,mpc12,c10_m12,1:4,r0007,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0007,0
rotatable,mpc12,c10_m12,1:4,r0008,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0008,0
rotatable,mpc12,c10_m12,1:4,r0009,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0009,0
rotatable,mpc12,c10_m12,1:4,r0010,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0010,0
rotatable,mpc12,c10_m12,1:8,r0011,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0011,0
rotatable,mpc12,c10_m12,1:8,r0012,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0012,0
rotatable,mpc12,c10_m12,1:8,r0013,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0013,0
rotatable,mpc12,c10_m12,1:8,r0014,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0014,0
rotatable,mpc12,c10_m12,1:8,r0015,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0015,0
rotatable,mpc12,c10_m12,1:8,r0016,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0016,0
rotatable,mpc12,c10_m12,1:8,r0017,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0017,0
rotatable,mpc12,c10_m12,1:8,r0018,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0018,0
rotatable,mpc12,c10_m12,1:8,r0019,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0019,0
rotatable,mpc12,c10_m12,1:8,r0020,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0020,0
rotatable,mpc12,c10_m12,1:16,r0021,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0021,0
rotatable,mpc12,c10_m12,1:16,r0022,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0022,0
rotatable,mpc12,c10_m12,1:16,r0023,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0023,0
rotatable,mpc12,c10_m12,1:16,r0024,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0024,0
rotatable,mpc12,c10_m12,1:16,r0025,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0025,0
rotatable,mpc12,c10_m12,1:16,r0026,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0026,0
rotatable,mpc12,c10_m12,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0027,0
rotatable,mpc12,c10_m12,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0028,0
rotatable,mpc12,c10_m12,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0029,0
rotatable,mpc12,c10_m12,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c10_m12/r0030,0
rotatable,mpc12,c20_m12,1:4,r0001,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0001,0
rotatable,mpc12,c20_m12,1:4,r0002,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0002,0
rotatable,mpc12,c20_m12,1:4,r0003,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0003,0
rotatable,mpc12,c20_m12,1:4,r0004,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0004,0
rotatable,mpc12,c20_m12,1:4,r0005,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0005,0
rotatable,mpc12,c20_m12,1:4,r0006,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0006,0
rotatable,mpc12,c20_m12,1:4,r0007,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0007,0
rotatable,mpc12,c20_m12,1:4,r0008,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0008,0
rotatable,mpc12,c20_m12,1:4,r0009,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0009,0
rotatable,mpc12,c20_m12,1:4,r0010,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0010,0
rotatable,mpc12,c20_m12,1:8,r0011,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0011,0
rotatable,mpc12,c20_m12,1:8,r0012,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0012,0
rotatable,mpc12,c20_m12,1:8,r0013,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0013,0
rotatable,mpc12,c20_m12,1:8,r0014,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0014,0
rotatable,mpc12,c20_m12,1:8,r0015,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0015,0
rotatable,mpc12,c20_m12,1:8,r0016,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0016,0
rotatable,mpc12,c20_m12,1:8,r0017,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0017,0
rotatable,mpc12,c20_m12,1:8,r0018,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0018,0
rotatable,mpc12,c20_m12,1:8,r0019,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0019,0
rotatable,mpc12,c20_m12,1:8,r0020,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0020,0
rotatable,mpc12,c20_m12,1:16,r0021,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0021,0
rotatable,mpc12,c20_m12,1:16,r0022,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0022,0
rotatable,mpc12,c20_m12,1:16,r0023,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0023,0
rotatable,mpc12,c20_m12,1:16,r0024,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0024,0
rotatable,mpc12,c20_m12,1:16,r0025,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0025,0
rotatable,mpc12,c20_m12,1:16,r0026,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0026,0
rotatable,mpc12,c20_m12,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0027,0
rotatable,mpc12,c20_m12,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0028,0
rotatable,mpc12,c20_m12,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0029,0
rotatable,mpc12,c20_m12,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c20_m12/r0030,0
rotatable,mpc12,c40_m12,1:4,r0001,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0001,0
rotatable,mpc12,c40_m12,1:4,r0002,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0002,0
rotatable,mpc12,c40_m12,1:4,r0003,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0003,0
rotatable,mpc12,c40_m12,1:4,r0004,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0004,0
rotatable,mpc12,c40_m12,1:4,r0005,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0005,0
rotatable,mpc12,c40_m12,1:4,r0006,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0006,0
rotatable,mpc12,c40_m12,1:4,r0007,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0007,0
rotatable,mpc12,c40_m12,1:4,r0008,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0008,0
rotatable,mpc12,c40_m12,1:4,r0009,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0009,0
rotatable,mpc12,c40_m12,1:4,r0010,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0010,0
rotatable,mpc12,c40_m12,1:8,r0011,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0011,0
rotatable,mpc12,c40_m12,1:8,r0012,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0012,0
rotatable,mpc12,c40_m12,1:8,r0013,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0013,0
rotatable,mpc12,c40_m12,1:8,r0014,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0014,0
rotatable,mpc12,c40_m12,1:8,r0015,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0015,0
rotatable,mpc12,c40_m12,1:8,r0016,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0016,0
rotatable,mpc12,c40_m12,1:8,r0017,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0017,0
rotatable,mpc12,c40_m12,1:8,r0018,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0018,0
rotatable,mpc12,c40_m12,1:8,r0019,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0019,0
rotatable,mpc12,c40_m12,1:8,r0020,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0020,0
rotatable,mpc12,c40_m12,1:16,r0021,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0021,0
rotatable,mpc12,c40_m12,1:16,r0022,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0022,0
rotatable,mpc12,c40_m12,1:16,r0023,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0023,0
rotatable,mpc12,c40_m12,1:16,r0024,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0024,0
rotatable,mpc12,c40_m12,1:16,r0025,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0025,0
rotatable,mpc12,c40_m12,1:16,r0026,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0026,0
rotatable,mpc12,c40_m12,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0027,0
rotatable,mpc12,c40_m12,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0028,0
rotatable,mpc12,c40_m12,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0029,0
rotatable,mpc12,c40_m12,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c40_m12/r0030,0
rotatable,mpc12,c60_m12,1:4,r0001,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0001,0
rotatable,mpc12,c60_m12,1:4,r0002,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0002,0
rotatable,mpc12,c60_m12,1:4,r0003,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0003,0
rotatable,mpc12,c60_m12,1:4,r0004,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0004,0
rotatable,mpc12,c60_m12,1:4,r0005,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0005,0
rotatable,mpc12,c60_m12,1:4,r0006,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0006,0
rotatable,mpc12,c60_m12,1:4,r0007,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0007,0
rotatable,mpc12,c60_m12,1:4,r0008,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0008,0
rotatable,mpc12,c60_m12,1:4,r0009,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0009,0
rotatable,mpc12,c60_m12,1:4,r0010,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0010,0
rotatable,mpc12,c60_m12,1:8,r0011,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0011,0
rotatable,mpc12,c60_m12,1:8,r0012,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0012,0
rotatable,mpc12,c60_m12,1:8,r0013,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0013,0
rotatable,mpc12,c60_m12,1:8,r0014,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0014,0
rotatable,mpc12,c60_m12,1:8,r0015,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0015,0
rotatable,mpc12,c60_m12,1:8,r0016,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0016,0
rotatable,mpc12,c60_m12,1:8,r0017,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0017,0
rotatable,mpc12,c60_m12,1:8,r0018,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0018,0
rotatable,mpc12,c60_m12,1:8,r0019,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0019,0
rotatable,mpc12,c60_m12,1:8,r0020,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0020,0
rotatable,mpc12,c60_m12,1:16,r0021,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0021,0
rotatable,mpc12,c60_m12,1:16,r0022,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0022,0
rotatable,mpc12,c60_m12,1:16,r0023,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0023,0
rotatable,mpc12,c60_m12,1:16,r0024,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0024,0
rotatable,mpc12,c60_m12,1:16,r0025,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0025,0
rotatable,mpc12,c60_m12,1:16,r0026,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0026,0
rotatable,mpc12,c60_m12,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0027,0
rotatable,mpc12,c60_m12,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0028,0
rotatable,mpc12,c60_m12,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0029,0
rotatable,mpc12,c60_m12,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c60_m12/r0030,0
rotatable,mpc12,c80_m12,1:4,r0001,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0001,0
rotatable,mpc12,c80_m12,1:4,r0002,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0002,0
rotatable,mpc12,c80_m12,1:4,r0003,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0003,0
rotatable,mpc12,c80_m12,1:4,r0004,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0004,0
rotatable,mpc12,c80_m12,1:4,r0005,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0005,0
rotatable,mpc12,c80_m12,1:4,r0006,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0006,0
rotatable,mpc12,c80_m12,1:4,r0007,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0007,0
rotatable,mpc12,c80_m12,1:4,r0008,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0008,0
rotatable,mpc12,c80_m12,1:4,r0009,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0009,0
rotatable,mpc12,c80_m12,1:4,r0010,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0010,0
rotatable,mpc12,c80_m12,1:8,r0011,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0011,0
rotatable,mpc12,c80_m12,1:8,r0012,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0012,0
rotatable,mpc12,c80_m12,1:8,r0013,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0013,0
rotatable,mpc12,c80_m12,1:8,r0014,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0014,0
rotatable,mpc12,c80_m12,1:8,r0015,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0015,0
rotatable,mpc12,c80_m12,1:8,r0016,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0016,0
rotatable,mpc12,c80_m12,1:8,r0017,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0017,0
rotatable,mpc12,c80_m12,1:8,r0018,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0018,0
rotatable,mpc12,c80_m12,1:8,r0019,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0019,0
rotatable,mpc12,c80_m12,1:8,r0020,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0020,0
rotatable,mpc12,c80_m12,1:16,r0021,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0021,0
rotatable,mpc12,c80_m12,1:16,r0022,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0022,0
rotatable,mpc12,c80_m12,1:16,r0023,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0023,0
rotatable,mpc12,c80_m12,1:16,r0024,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0024,0
rotatable,mpc12,c80_m12,1:16,r0025,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0025,0
rotatable,mpc12,c80_m12,1:16,r0026,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0026,0
rotatable,mpc12,c80_m12,1:16,r0027,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0027,0
rotatable,mpc12,c80_m12,1:16,r0028,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0028,0
rotatable,mpc12,c80_m12,1:16,r0029,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0029,0
rotatable,mpc12,c80_m12,1:16,r0030,/Users/7hekaka/Desktop/newcy/cytosim/clu_init_minusz/mpc12/c80_m12/r0030,0
